#RIC,Domain,Date-Time,GMT Offset,Type,Price,Volume,Exch Time,MMT Classification
PRU.L,Market Price,2021-06-08T12:54:31.551132490Z,+1,Trade,1473,373,12:54:31.501153000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:31.551132490Z,+1,Trade,1473,234,12:54:31.501153000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:31.551132490Z,+1,Trade,1473,248,12:54:31.501153000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:31.551132490Z,+1,Trade,1473,266,12:54:31.501153000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:31.551250618Z,+1,Trade,1473,36,12:54:31.501317000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:31.551250618Z,+1,Trade,1473,277,12:54:31.501317000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:31.551250618Z,+1,Trade,1473,140,12:54:31.501317000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:31.570891480Z,+1,Trade,1473,60,12:54:31.522071000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:31.583063752Z,+1,Trade,1473,5,12:54:31.534711000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:32.230872570Z,+1,Trade,1473,285,12:54:32.181362000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:32.231217117Z,+1,Trade,1473,69,12:54:32.181362000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:34.987129940Z,+1,Trade,1473.5,282,12:54:33.566000000,45------MP----
PRU.L,Market Price,2021-06-08T12:54:35.667129375Z,+1,Trade,1473.5,294,12:54:35.616722000,12-------PH---
PRU.L,Market Price,2021-06-08T12:54:35.667129375Z,+1,Trade,1473.5,207,12:54:35.616722000,12-------PH---
PRU.L,Market Price,2021-06-08T12:55:05.279076407Z,+1,Trade,1473.5,357,12:55:05.229968000,12-------PH---
PRU.L,Market Price,2021-06-08T12:55:05.279076407Z,+1,Trade,1473.5,225,12:55:05.229968000,12-------PH---
PRU.L,Market Price,2021-06-08T12:55:05.279076407Z,+1,Trade,1473.5,214,12:55:05.230134000,12-------PH---
PRU.L,Market Price,2021-06-08T12:55:24.671851783Z,+1,Trade,1473,115,12:55:24.622933000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:15.387446379Z,+1,Trade,1473.5,330,12:57:15.338223000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:15.387446379Z,+1,Trade,1473.5,246,12:57:15.338450000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:15.387446379Z,+1,Trade,1473.5,240,12:57:15.338450000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:15.387446379Z,+1,Trade,1473.5,287,12:57:15.338450000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:15.391422481Z,+1,Trade,1473.5,145,12:57:15.338450000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:15.391422481Z,+1,Trade,1473.5,254,12:57:15.338671000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:15.391422481Z,+1,Trade,1473.5,10,12:57:15.338671000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:15.398941198Z,+1,Trade,1473.5,291,12:57:15.349259000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:26.243713590Z,+1,Trade,1473.5,59,12:57:26.194931000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:26.243713590Z,+1,Trade,1473.5,109,12:57:26.194931000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:26.243713590Z,+1,Trade,1473.5,293,12:57:26.194931000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:26.243713590Z,+1,Trade,1473.5,251,12:57:26.194931000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:51.095518957Z,+1,Trade,1473.5,4,12:57:51.046653000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:51.095518957Z,+1,Trade,1473.5,399,12:57:51.046653000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:51.095518957Z,+1,Trade,1473.5,115,12:57:51.046653000,12-------PH---
PRU.L,Market Price,2021-06-08T12:57:51.115449560Z,+1,Trade,1473.5,80,12:57:51.066385000,12-------PH---
PRU.L,Market Price,2021-06-08T12:58:03.167490104Z,+1,Trade,1473.5,527,12:58:03.117619000,12-------PH---
PRU.L,Market Price,2021-06-08T12:58:03.167490104Z,+1,Trade,1473.5,79,12:58:03.117619000,12-------PH---
PRU.L,Market Price,2021-06-08T12:58:04.306934039Z,+1,Trade,1474,802,12:58:02.851000000,45------MP----
PRU.L,Market Price,2021-06-08T12:58:05.783057219Z,+1,Trade,1473,350,12:58:05.732665000,12-------PH---
PRU.L,Market Price,2021-06-08T12:58:05.783057219Z,+1,Trade,1473,116,12:58:05.732665000,12-------PH---
PRU.L,Market Price,2021-06-08T12:58:05.783057219Z,+1,Trade,1473,159,12:58:05.733222000,12-------PH---
PRU.L,Market Price,2021-06-08T12:58:10.279248242Z,+1,Trade,1473.25,88,12:58:10.209761000,45-1----MP----
PRU.L,Market Price,2021-06-08T12:58:27.415046688Z,+1,Trade,1473.255,275,12:58:25.437000000,45------MP----
PRU.L,Market Price,2021-06-08T12:59:17.531787169Z,+1,Trade,1473.5,350,12:59:17.483916000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.535144282Z,+1,Trade,1473.5,192,12:59:17.483916000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.535144282Z,+1,Trade,1473.5,122,12:59:17.484084000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.535144282Z,+1,Trade,1473.5,389,12:59:17.484084000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.535144282Z,+1,Trade,1473.5,245,12:59:17.484084000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.535144282Z,+1,Trade,1473.5,404,12:59:17.484084000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.535144282Z,+1,Trade,1473.5,2,12:59:17.484084000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.535767846Z,+1,Trade,1473.5,403,12:59:17.484084000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.571628712Z,+1,Trade,1473.5,5,12:59:17.523192000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.571628712Z,+1,Trade,1473.5,4,12:59:17.523192000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.575598086Z,+1,Trade,1473.5,81,12:59:17.523192000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.575598086Z,+1,Trade,1473.5,273,12:59:17.523192000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.575598086Z,+1,Trade,1473.5,9,12:59:17.524434000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.575598086Z,+1,Trade,1473.5,80,12:59:17.525376000,12-------PH---
PRU.L,Market Price,2021-06-08T12:59:17.599490655Z,+1,Trade,1473.5,59,12:59:17.551349000,12-------PH---
PRU.L,Market Price,2021-06-08T13:00:00.735249927Z,+1,Trade,1474,264,13:00:00.685801000,12-------PH---
PRU.L,Market Price,2021-06-08T13:00:00.735249927Z,+1,Trade,1474,346,13:00:00.685801000,12-------PH---
PRU.L,Market Price,2021-06-08T13:00:00.735249927Z,+1,Trade,1474,66,13:00:00.685985000,12-------PH---
PRU.L,Market Price,2021-06-08T13:00:00.735249927Z,+1,Trade,1474,2,13:00:00.685985000,12-------PH---
PRU.L,Market Price,2021-06-08T13:00:00.735249927Z,+1,Trade,1474,257,13:00:00.685985000,12-------PH---
PRU.L,Market Price,2021-06-08T13:00:00.735249927Z,+1,Trade,1474,70,13:00:00.685985000,12-------PH---
PRU.L,Market Price,2021-06-08T13:00:00.735249927Z,+1,Trade,1474,159,13:00:00.685985000,12-------PH---
PRU.L,Market Price,2021-06-08T13:00:13.207170569Z,+1,Trade,1473.9949,1000,13:00:12.203000000,45------MP----
PRU.L,Market Price,2021-06-08T13:00:47.539352156Z,+1,Trade,1474,117,13:00:47.488291000,12-------PH---
PRU.L,Market Price,2021-06-08T13:00:47.539352156Z,+1,Trade,1474,260,13:00:47.488291000,12-------PH---
PRU.L,Market Price,2021-06-08T13:00:47.539352156Z,+1,Trade,1474,97,13:00:47.488291000,12-------PH---
PRU.L,Market Price,2021-06-08T13:01:59.583822953Z,+1,Trade,1474,350,13:01:59.535452000,12-------PH---
PRU.L,Market Price,2021-06-08T13:01:59.583822953Z,+1,Trade,1474,111,13:01:59.535452000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:35.615054391Z,+1,Trade,1474,332,13:02:35.564529000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:35.615054391Z,+1,Trade,1474,304,13:02:35.564529000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:35.615054391Z,+1,Trade,1474,41,13:02:35.564555000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:35.615054391Z,+1,Trade,1474,1253,13:02:35.564555000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:35.615054391Z,+1,Trade,1474,28,13:02:35.564555000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:35.615054391Z,+1,Trade,1474,350,13:02:35.564555000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:35.615054391Z,+1,Trade,1474,163,13:02:35.564555000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:35.615054391Z,+1,Trade,1474,52,13:02:35.564555000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:35.807666256Z,+1,Trade,1473.5,575,13:02:35.759788000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:35.807666256Z,+1,Trade,1473.5,136,13:02:35.759788000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:37.062913451Z,+1,Trade,1473,100,13:02:37.012849000,12-------PH---
PRU.L,Market Price,2021-06-08T13:02:37.063151220Z,+1,Trade,1473,374,13:02:37.012849000,12-------PH---
PRU.L,Market Price,2021-06-08T13:04:51.115199673Z,+1,Trade,1473,70,13:04:51.065678000,12-------PH---
PRU.L,Market Price,2021-06-08T13:04:51.115199673Z,+1,Trade,1473,299,13:04:51.065678000,12-------PH---
PRU.L,Market Price,2021-06-08T13:04:51.115199673Z,+1,Trade,1473,296,13:04:51.065678000,12-------PH---
PRU.L,Market Price,2021-06-08T13:04:51.115199673Z,+1,Trade,1473,102,13:04:51.065678000,12-------PH---
PRU.L,Market Price,2021-06-08T13:04:54.470896523Z,+1,Trade,1472.75,180,13:04:54.415536000,45-1----MP----
PRU.L,Market Price,2021-06-08T13:06:32.899012824Z,+1,Trade,1472.5,14,13:06:32.681692000,47------MP----
PRU.L,Market Price,2021-06-08T13:06:44.747002185Z,+1,Trade,1472.745,230,13:06:43.309000000,45------MP----
PRU.L,Market Price,2021-06-08T13:07:30.126847599Z,+1,Trade,1472.5,85,13:07:30.077688000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.206873340Z,+1,Trade,1473,156,13:07:30.157722000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.207104488Z,+1,Trade,1473,121,13:07:30.157722000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.207104488Z,+1,Trade,1473,239,13:07:30.157722000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.207104488Z,+1,Trade,1473,293,13:07:30.157722000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.207104488Z,+1,Trade,1473,189,13:07:30.157722000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.207104488Z,+1,Trade,1473,187,13:07:30.157722000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.207104488Z,+1,Trade,1473,350,13:07:30.157722000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.207104488Z,+1,Trade,1473,760,13:07:30.157722000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.207104488Z,+1,Trade,1473,374,13:07:30.157722000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.211223618Z,+1,Trade,1473,359,13:07:30.157722000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.211223618Z,+1,Trade,1473,263,13:07:30.157722000,12-------PH---
PRU.L,Market Price,2021-06-08T13:07:30.211223618Z,+1,Trade,1473,122,13:07:30.158767000,12-------PH---
PRU.L,Market Price,2021-06-08T13:08:34.547577957Z,+1,Trade,1473,491,13:08:34.500318000,12-------PH---
PRU.L,Market Price,2021-06-08T13:09:09.775800493Z,+1,Trade,1473,377,13:09:09.727476000,12-------PH---
PRU.L,Market Price,2021-06-08T13:09:09.775800493Z,+1,Trade,1473,84,13:09:09.727476000,12-------PH---
PRU.L,Market Price,2021-06-08T13:09:17.330902793Z,+1,Trade,1473,83,13:09:17.007230000,47------MP----
PRU.L,Market Price,2021-06-08T13:10:01.679761721Z,+1,Trade,1473,266,13:10:01.632024000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:01.679761721Z,+1,Trade,1473,222,13:10:01.632024000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:31.830940045Z,+1,Trade,1473.2424,39,13:10:31.438000000,45------MP----
PRU.L,Market Price,2021-06-08T13:10:57.271006398Z,+1,Trade,1473.5,68,13:10:57.221233000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:57.271006398Z,+1,Trade,1473.5,308,13:10:57.221233000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:57.271006398Z,+1,Trade,1473.5,70,13:10:57.221233000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:57.271006398Z,+1,Trade,1473.5,201,13:10:57.221233000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:57.271006398Z,+1,Trade,1473.5,298,13:10:57.221233000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:57.271006398Z,+1,Trade,1473.5,159,13:10:57.221233000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:57.271006398Z,+1,Trade,1473.5,300,13:10:57.221233000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:57.271006398Z,+1,Trade,1473.5,440,13:10:57.221233000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:57.271536943Z,+1,Trade,1473.5,2,13:10:57.221233000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:57.271536943Z,+1,Trade,1473.5,380,13:10:57.221920000,12-------PH---
PRU.L,Market Price,2021-06-08T13:10:59.391229266Z,+1,Trade,1473.5,376,13:10:58.862328000,47------MP----
PRU.L,Market Price,2021-06-08T13:11:32.427150569Z,+1,Trade,1473.5,398,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.427150569Z,+1,Trade,1473.5,458,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.427150569Z,+1,Trade,1473.5,350,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.427150569Z,+1,Trade,1474,350,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.427150569Z,+1,Trade,1474,383,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.427150569Z,+1,Trade,1474,274,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.427150569Z,+1,Trade,1474,70,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.427178723Z,+1,Trade,1474,317,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.431010548Z,+1,Trade,1474,340,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.431010548Z,+1,Trade,1474,393,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.431010548Z,+1,Trade,1474,201,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.431010548Z,+1,Trade,1474,387,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.431010548Z,+1,Trade,1474,679,13:11:32.377461000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435108751Z,+1,Trade,1474.5,251,13:11:32.384797000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435108751Z,+1,Trade,1474.5,5,13:11:32.384797000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435108751Z,+1,Trade,1474.5,166,13:11:32.384843000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435108751Z,+1,Trade,1474.5,171,13:11:32.384848000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435108751Z,+1,Trade,1474.5,373,13:11:32.384848000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435108751Z,+1,Trade,1474.5,47,13:11:32.384848000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435108751Z,+1,Trade,1474.5,277,13:11:32.384855000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435108751Z,+1,Trade,1474.5,1464,13:11:32.384855000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435108751Z,+1,Trade,1474.5,201,13:11:32.384855000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435209943Z,+1,Trade,1474.5,350,13:11:32.386440000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435209943Z,+1,Trade,1474.5,692,13:11:32.386440000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:32.435209943Z,+1,Trade,1474.5,56,13:11:32.386440000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:44.047038949Z,+1,Trade,1475,342,13:11:43.999789000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:44.047143028Z,+1,Trade,1475,52,13:11:43.999789000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:44.051081664Z,+1,Trade,1475,234,13:11:43.999971000,12-------PH---
PRU.L,Market Price,2021-06-08T13:11:44.051081664Z,+1,Trade,1475,8,13:11:43.999971000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:14.387716021Z,+1,Trade,1475,350,13:12:14.020916000,47------MP----
PRU.L,Market Price,2021-06-08T13:12:14.802936073Z,+1,Trade,1475,57,13:12:14.755219000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:14.803880900Z,+1,Trade,1475,84,13:12:14.755219000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:14.803880900Z,+1,Trade,1475,202,13:12:14.755933000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:14.803880900Z,+1,Trade,1475,2,13:12:14.755933000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:14.807867527Z,+1,Trade,1475,212,13:12:14.755933000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:14.807867527Z,+1,Trade,1475,244,13:12:14.755933000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:23.419084153Z,+1,Trade,1475.5,197,13:12:23.371549000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:23.419084153Z,+1,Trade,1475.5,4,13:12:23.371562000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:23.419084153Z,+1,Trade,1475.5,392,13:12:23.371562000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:23.422899132Z,+1,Trade,1475.5,289,13:12:23.371562000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:23.423020836Z,+1,Trade,1475.5,350,13:12:23.371562000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:33.158943044Z,+1,Trade,1475.5,27,13:12:33.112036000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:33.179158409Z,+1,Trade,1475.5,7,13:12:33.130140000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:33.222968269Z,+1,Trade,1475.5,857,13:12:33.174635000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:40.347670444Z,+1,Trade,1475.5,262,13:12:40.055311000,47------MP----
PRU.L,Market Price,2021-06-08T13:12:44.051416537Z,+1,Trade,1475.5,18,13:12:44.001800000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:44.051416537Z,+1,Trade,1475.5,297,13:12:44.001800000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:44.051416537Z,+1,Trade,1475.5,486,13:12:44.001800000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:44.051416537Z,+1,Trade,1475.5,350,13:12:44.001800000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:44.079281250Z,+1,Trade,1475.5,6,13:12:44.030981000,12-------PH---
PRU.L,Market Price,2021-06-08T13:12:55.759061390Z,+1,Trade,1475.5,100,13:12:55.711618000,12-------PH---
PRU.L,Market Price,2021-06-08T13:13:39.811421889Z,+1,Trade,1475,822,13:13:39.759893000,12-------PH---
PRU.L,Market Price,2021-06-08T13:13:39.811421889Z,+1,Trade,1475,229,13:13:39.759893000,12-------PH---
PRU.L,Market Price,2021-06-08T13:13:39.811421889Z,+1,Trade,1475,204,13:13:39.759893000,12-------PH---
PRU.L,Market Price,2021-06-08T13:13:39.811421889Z,+1,Trade,1475,65,13:13:39.764377000,12-------PH---
PRU.L,Market Price,2021-06-08T13:13:39.815396290Z,+1,Trade,1475,72,13:13:39.768527000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:00.195874382Z,+1,Trade,1474.5,350,13:14:00.145069000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:00.195874382Z,+1,Trade,1474.5,115,13:14:00.145069000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:09.810867016Z,+1,Trade,1474.5,21,13:14:09.763893000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:09.811605383Z,+1,Trade,1474.5,350,13:14:09.763893000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:09.831517132Z,+1,Trade,1474.5,95,13:14:09.780781000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:40.495812106Z,+1,Trade,1475,379,13:14:40.447096000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:40.495812106Z,+1,Trade,1475,414,13:14:40.447096000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:40.495812106Z,+1,Trade,1475,374,13:14:40.447096000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:40.498899137Z,+1,Trade,1475,110,13:14:40.447096000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:40.499782803Z,+1,Trade,1475,454,13:14:40.447096000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:40.499782803Z,+1,Trade,1475,20,13:14:40.447096000,12-------PH---
PRU.L,Market Price,2021-06-08T13:14:58.519605299Z,+1,Trade,1473.3,30000,13:14:57.272000000,45------MP----
PRU.L,Market Price,2021-06-08T13:15:10.299062010Z,+1,Trade,1475,421,13:15:10.249027000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.299062010Z,+1,Trade,1475,2,13:15:10.249027000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.299062010Z,+1,Trade,1475,53,13:15:10.249027000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.299062010Z,+1,Trade,1475,117,13:15:10.249217000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.299062010Z,+1,Trade,1475,300,13:15:10.249517000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.299062010Z,+1,Trade,1475,476,13:15:10.249717000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.299062010Z,+1,Trade,1475,350,13:15:10.249717000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303045723Z,+1,Trade,1475,104,13:15:10.252574000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303045723Z,+1,Trade,1475,87,13:15:10.252574000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303045723Z,+1,Trade,1475,244,13:15:10.252574000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303045723Z,+1,Trade,1475,350,13:15:10.252574000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303045723Z,+1,Trade,1475,244,13:15:10.252574000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303045723Z,+1,Trade,1474.5,493,13:15:10.253287000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303045723Z,+1,Trade,1474.5,89,13:15:10.253287000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303045723Z,+1,Trade,1474.5,542,13:15:10.253324000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303887156Z,+1,Trade,1474.5,821,13:15:10.253450000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303887156Z,+1,Trade,1474.5,139,13:15:10.253450000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303887156Z,+1,Trade,1474.5,444,13:15:10.253450000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.303887156Z,+1,Trade,1474.5,355,13:15:10.253450000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.307819252Z,+1,Trade,1474.5,1168,13:15:10.253450000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.311812242Z,+1,Trade,1474.5,22,13:15:10.262091000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.311812242Z,+1,Trade,1474.5,482,13:15:10.262219000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:10.311812242Z,+1,Trade,1474.5,216,13:15:10.262365000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:30.767954932Z,+1,Trade,1474,2446,13:15:30.718715000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:30.767954932Z,+1,Trade,1474,335,13:15:30.718715000,12-------P----
PRU.L,Market Price,2021-06-08T13:15:30.767954932Z,+1,Trade,1474,355,13:15:30.718715000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:30.767954932Z,+1,Trade,1474,350,13:15:30.718715000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:30.767954932Z,+1,Trade,1474,1647,13:15:30.718715000,12D------PH---
PRU.L,Market Price,2021-06-08T13:15:30.767954932Z,+1,Trade,1474,400,13:15:30.719107000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:30.770987682Z,+1,Trade,1474,350,13:15:30.719344000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:30.771938989Z,+1,Trade,1474,50,13:15:30.719344000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:30.771938989Z,+1,Trade,1474,350,13:15:30.719749000,12-------PH---
PRU.L,Market Price,2021-06-08T13:15:31.074930036Z,+1,Trade,1474,9,13:15:30.721453000,47------MP----
PRU.L,Market Price,2021-06-08T13:16:15.591021886Z,+1,Trade,1473.5,55,13:16:13.943000000,45------MP----
PRU.L,Market Price,2021-06-08T13:16:48.919584424Z,+1,Trade,1473.75,99,13:16:47.774000000,45------MP----
PRU.L,Market Price,2021-06-08T13:16:49.123690158Z,+1,Trade,1473.5063,1090,13:16:47.700381000,45------MP----
PRU.L,Market Price,2021-06-08T13:17:24.834902020Z,+1,Trade,1473.5,350,13:17:24.784567000,12-------PH---
PRU.L,Market Price,2021-06-08T13:17:24.835810153Z,+1,Trade,1473.5,388,13:17:24.784567000,12-------PH---
PRU.L,Market Price,2021-06-08T13:17:46.406895452Z,+1,Trade,1473.5,173,13:17:46.359601000,12-------PH---
PRU.L,Market Price,2021-06-08T13:17:46.406980292Z,+1,Trade,1473.5,350,13:17:46.359601000,12-------PH---
PRU.L,Market Price,2021-06-08T13:17:46.419039523Z,+1,Trade,1473.5,117,13:17:46.371644000,12-------PH---
PRU.L,Market Price,2021-06-08T13:17:46.419039523Z,+1,Trade,1473.5,911,13:17:46.371859000,12-------PH---
PRU.L,Market Price,2021-06-08T13:17:46.506871165Z,+1,Trade,1473.5,76,13:17:46.458563000,12-------PH---
PRU.L,Market Price,2021-06-08T13:18:09.850996038Z,+1,Trade,1473.5,274,13:18:09.800683000,12-------PH---
